"time","value","rank","std","r","Min","Max","Q25","Q50","Q75","PathwayID","Pathway","sign"
"0",16.8333333333333,13.1666666666667,14.0629536963849,6,7,43,9,9.5,19.75,"map00603","Glycosphingolipid biosynthesis - globo and isoglobo series","ab"
"12",7,7.25,7.29383301152419,6,1,19,2.25,3.5,10.75,"map00603","Glycosphingolipid biosynthesis - globo and isoglobo series","b"
"48",21.6666666666667,15.4166666666667,14.0095205723346,6,7,39,12,17,34,"map00603","Glycosphingolipid biosynthesis - globo and isoglobo series","a"
"CK",20.6666666666667,14.1666666666667,15.5905954558082,6,0,40,9.25,22,31.75,"map00603","Glycosphingolipid biosynthesis - globo and isoglobo series","ab"
"0",9.83333333333333,11.5833333333333,9.45339445208263,6,0,26,3.75,7.5,13.5,"map00604","Glycosphingolipid biosynthesis - ganglio series","ab"
"12",4.5,7.5,4.84767985741633,6,0,13,1.25,3,6.25,"map00604","Glycosphingolipid biosynthesis - ganglio series","b"
"48",18,17.25,11.6790410565251,6,7,36,10.5,13,25.25,"map00604","Glycosphingolipid biosynthesis - ganglio series","a"
"CK",12.6666666666667,13.6666666666667,11.2368441595791,6,0,32,6.25,10.5,16.25,"map00604","Glycosphingolipid biosynthesis - ganglio series","ab"
"0",250.5,9.16666666666667,237.623862438098,6,108,731,135.75,172,190.25,"map00290","Valine, leucine and isoleucine biosynthesis","bc"
"12",153.833333333333,6.33333333333333,49.2155124596571,6,72,211,133,170.5,176.5,"map00290","Valine, leucine and isoleucine biosynthesis","c"
"48",240,14,39.314119600978,6,176,278,221.5,247,271,"map00290","Valine, leucine and isoleucine biosynthesis","b"
"CK",494.833333333333,20.5,192.491471672557,6,276,742,326.75,503.5,633,"map00290","Valine, leucine and isoleucine biosynthesis","a"
"0",195.666666666667,9.08333333333333,260.064351010796,6,47,723,86.5,88.5,128,"map00051","Fructose and mannose metabolism","bc"
"12",92,6.75,47.9541447635134,6,52,184,64.75,78,94.25,"map00051","Fructose and mannose metabolism","c"
"48",199.166666666667,14.8333333333333,43.86076454722,6,139,257,175.75,192.5,231,"map00051","Fructose and mannose metabolism","ab"
"CK",397.666666666667,19.3333333333333,155.55020625723,6,165,546,295,460.5,500.75,"map00051","Fructose and mannose metabolism","a"
"0",295,8.5,335.289725461428,6,123,977,149.5,157,196,"map03440","Homologous recombination","b"
"12",171.666666666667,6.5,46.085427921054,6,97,226,151.75,177,201.5,"map03440","Homologous recombination","b"
"48",327.166666666667,15.8333333333333,64.9966665811922,6,264,425,274.75,315.5,365.25,"map03440","Homologous recombination","a"
"CK",624.5,19.1666666666667,267.837824065235,6,263,951,421,691.5,787.25,"map03440","Homologous recombination","a"
"0",236,8.5,213.404779702799,6,103,665,137.75,147.5,200.75,"map03320","PPAR signaling pathway","b"
"12",156.833333333333,6.33333333333333,42.8598491209041,6,99,208,124.5,172,179,"map03320","PPAR signaling pathway","b"
"48",283.5,15.5,59.661545404054,6,231,378,238.25,262,318.75,"map03320","PPAR signaling pathway","a"
"CK",439,19.6666666666667,160.404488715248,6,246,670,322.5,430.5,535.5,"map03320","PPAR signaling pathway","a"
"0",188.333333333333,10.3333333333333,181.429508808977,6,77,555,109.25,116.5,147.75,"map00053","Ascorbate and aldarate metabolism","b"
"12",106,7.16666666666667,42.6286288777859,6,45,150,77.5,111.5,141.75,"map00053","Ascorbate and aldarate metabolism","b"
"48",150.333333333333,12.1666666666667,38.8775856589201,6,112,220,125.5,141.5,160.5,"map00053","Ascorbate and aldarate metabolism","b"
"CK",346.833333333333,20.3333333333333,117.739401504622,6,184,516,281,341,413.75,"map00053","Ascorbate and aldarate metabolism","a"
"0",182.833333333333,9.83333333333333,244.051975338588,6,48,676,59.75,88,132,"map00052","Galactose metabolism","b"
"12",81.6666666666667,7,27.3178818114924,6,44,119,65.5,80.5,99.25,"map00052","Galactose metabolism","b"
"48",126.833333333333,12.8333333333333,38.5300748333904,6,86,191,101,119.5,142.5,"map00052","Galactose metabolism","b"
"CK",347.666666666667,20.3333333333333,118.763069456236,6,173,469,265.5,397.5,420,"map00052","Galactose metabolism","a"
"0",63.6666666666667,13.5,83.7536068875046,6,0,228,15,45.5,55,"map04530","Tight junction","b"
"12",21.8333333333333,9.41666666666667,18.5840433347177,6,0,51,8.5,25.5,26,"map04530","Tight junction","bc"
"48",144.333333333333,20.5,120.60292975988,6,54,309,66.5,73.5,237.25,"map04530","Tight junction","a"
"CK",10.3333333333333,6.58333333333333,19.5925155778084,6,0,50,1,2,6,"map04530","Tight junction","c"
"0",392.666666666667,9.5,401.078379704849,6,161,1204,193.75,254.5,295,"map00970","Aminoacyl-tRNA biosynthesis","b"
"12",215.5,5.5,52.225472712078,6,139,260,180.25,244.5,245.75,"map00970","Aminoacyl-tRNA biosynthesis","b"
"48",404.333333333333,15.5,71.5951581230649,6,322,505,346.75,402,450.5,"map00970","Aminoacyl-tRNA biosynthesis","a"
"CK",778.833333333333,19.5,315.426325259428,6,337,1051,533.5,911.5,1018.75,"map00970","Aminoacyl-tRNA biosynthesis","a"
"0",138.5,9.66666666666667,164.54026862747,6,60,474,70,71.5,81.25,"map00730","Thiamine metabolism","bc"
"12",63.3333333333333,5.33333333333333,27.8830892597407,6,35,102,40,58.5,83.75,"map00730","Thiamine metabolism","c"
"48",150.833333333333,15.1666666666667,34.7989463442022,6,107,203,127.75,149.5,169,"map00730","Thiamine metabolism","ab"
"CK",276.166666666667,19.8333333333333,92.4324978926063,6,128,397,235.75,297,316.25,"map00730","Thiamine metabolism","a"
"0",282.166666666667,9.16666666666667,313.273948273179,6,107,917,136.25,161.5,204,"map00061","Fatty acid biosynthesis","b"
"12",154.666666666667,5.83333333333333,53.0194932705573,6,85,216,115,162,193.25,"map00061","Fatty acid biosynthesis","b"
"48",310.5,14.8333333333333,49.2534262767576,6,250,379,276.25,305,344.25,"map00061","Fatty acid biosynthesis","a"
"CK",588.833333333333,20.1666666666667,195.676689124348,6,342,839,431.75,619,713.25,"map00061","Fatty acid biosynthesis","a"
"0",159.166666666667,8.66666666666667,191.988975377928,6,53,547,60,87.5,118.75,"map00980","Metabolism of xenobiotics by cytochrome P450","bc"
"12",88.3333333333333,6.83333333333333,36.8709461048488,6,30,126,67.25,103,110.25,"map00980","Metabolism of xenobiotics by cytochrome P450","c"
"48",146,14.1666666666667,28.3054765019068,6,116,193,128.5,138,158.75,"map00980","Metabolism of xenobiotics by cytochrome P450","b"
"CK",340.166666666667,20.3333333333333,110.640709807316,6,182,468,272.25,349.5,421.5,"map00980","Metabolism of xenobiotics by cytochrome P450","a"
"0",293.666666666667,8.83333333333333,417.983572244971,6,79,1143,96.5,130.5,178,"map00860","Porphyrin metabolism","b"
"12",131.5,6.16666666666667,55.0881112400852,6,39,185,112.5,137,174.25,"map00860","Porphyrin metabolism","b"
"48",338.833333333333,15.3333333333333,49.0526927565314,6,244,379,338.5,351.5,367.5,"map00860","Porphyrin metabolism","a"
"CK",625.666666666667,19.6666666666667,243.277345157059,6,263,837,460.25,724,806.25,"map00860","Porphyrin metabolism","a"
"0",159.833333333333,8.66666666666667,198.268925116032,6,51,561,59.75,86,114.5,"map00982","Drug metabolism - cytochrome P450","c"
"12",85.6666666666667,6.5,34.3200621600059,6,30,117,67.25,101,107,"map00982","Drug metabolism - cytochrome P450","c"
"48",149,14.5,29.8395710424932,6,118,203,133.25,141,155.5,"map00982","Drug metabolism - cytochrome P450","b"
"CK",349.833333333333,20.3333333333333,119.286909033082,6,187,479,270.25,356,448.5,"map00982","Drug metabolism - cytochrome P450","a"
"0",768.166666666667,8,844.98317537491,6,312,2487,394.75,472.5,490.25,"map00620","Pyruvate metabolism","b"
"12",457,7,102.401171868295,6,289,530,402.75,512.5,527,"map00620","Pyruvate metabolism","b"
"48",773.5,14.8333333333333,105.049988100904,6,665,957,703.25,757,804,"map00620","Pyruvate metabolism","a"
"CK",1501.66666666667,20.1666666666667,528.227854875779,6,803,2119,1104.75,1550,1911.25,"map00620","Pyruvate metabolism","a"
"0",227.333333333333,9.66666666666667,228.037423829219,6,63,682,118.75,148,197.5,"map00983","Drug metabolism - other enzymes","b"
"12",146.5,7.5,53.8989795821776,6,62,226,128.25,155,160,"map00983","Drug metabolism - other enzymes","b"
"48",195.333333333333,12.5,48.5084185133536,6,136,279,173,187,207.75,"map00983","Drug metabolism - other enzymes","b"
"CK",458.166666666667,20.3333333333333,151.559119378105,6,249,628,344.25,503,556.75,"map00983","Drug metabolism - other enzymes","a"
"0",308,9.5,401.497197997695,6,109,1125,118.75,158.5,183.25,"map00500","Starch and sucrose metabolism","b"
"12",143.5,7.5,62.90548465754,6,42,217,116.5,149.5,185.5,"map00500","Starch and sucrose metabolism","b"
"48",227.333333333333,13.1666666666667,61.6333243194513,6,143,286,180.75,241.5,279,"map00500","Starch and sucrose metabolism","ab"
"CK",581.833333333333,19.8333333333333,230.808506486799,6,216,751,449,705.5,738.5,"map00500","Starch and sucrose metabolism","a"
"0",43.6666666666667,8.66666666666667,62.7332979100148,6,8,171,16.25,19.5,26.5,"map00622","Xylene degradation","b"
"12",19.1666666666667,6.33333333333333,10.3037210107158,6,2,27,14,24.5,26,"map00622","Xylene degradation","b"
"48",63.8333333333333,15,13.4077092251684,6,43,81,57.75,64.5,72,"map00622","Xylene degradation","a"
"CK",110.833333333333,20,38.783587594067,6,69,161,82.75,101,142.5,"map00622","Xylene degradation","a"
"0",57.3333333333333,14.0833333333333,31.2836485510668,6,16,112,48.5,52,61.5,"map00624","Polycyclic aromatic hydrocarbon degradation","ab"
"12",37,8.83333333333333,16.4073154415949,6,11,53,27.75,41.5,49.25,"map00624","Polycyclic aromatic hydrocarbon degradation","bc"
"48",31.6666666666667,7.25,11.4134423670804,6,22,53,24,29,33.25,"map00624","Polycyclic aromatic hydrocarbon degradation","c"
"CK",79.5,19.8333333333333,27.8478006312886,6,52,130,64.5,70.5,86.25,"map00624","Polycyclic aromatic hydrocarbon degradation","a"
"0",123.833333333333,8.33333333333333,172.534537605277,6,43,475,46.25,50,72.5,"map00625","Chloroalkane and chloroalkene degradation","b"
"12",56,6.66666666666667,25.1872983862899,6,10,79,51.5,61,72.75,"map00625","Chloroalkane and chloroalkene degradation","b"
"48",140.833333333333,15.3333333333333,27.6652610084681,6,109,191,128.5,136.5,143.75,"map00625","Chloroalkane and chloroalkene degradation","a"
"CK",279,19.6666666666667,106.33343782649,6,113,403,235.75,274,358.75,"map00625","Chloroalkane and chloroalkene degradation","a"
"0",52.1666666666667,9.75,79.1793323201621,6,5,213,22,22.5,26.75,"map00626","Naphthalene degradation","b"
"12",16.3333333333333,5.25,6.65331997326648,6,9,23,10.5,17,22,"map00626","Naphthalene degradation","b"
"48",73,15.5,11.0995495404093,6,56,88,68.5,72.5,79.5,"map00626","Naphthalene degradation","a"
"CK",116.833333333333,19.5,46.1233852472546,6,44,169,96.5,118,151.5,"map00626","Naphthalene degradation","a"
"0",195,9.58333333333333,171.706726717389,6,90,543,120.75,136,146,"map00627","Aminobenzoate degradation","b"
"12",120.166666666667,7.25,44.3865595272563,6,40,165,112.75,125.5,148.75,"map00627","Aminobenzoate degradation","b"
"48",164.333333333333,12.6666666666667,36.740531660098,6,121,228,145,159.5,173.25,"map00627","Aminobenzoate degradation","b"
"CK",356.666666666667,20.5,123.436893458425,6,208,560,282,345.5,401.5,"map00627","Aminobenzoate degradation","a"
"0",104.833333333333,10.25,107.369300391996,6,40,321,48.5,72,80.5,"map00740","Riboflavin metabolism","bc"
"12",51.5,4.91666666666667,25.0818659592942,6,6,71,44,62.5,67.5,"map00740","Riboflavin metabolism","c"
"48",128.833333333333,15.5833333333333,33.0600463802861,6,79,176,114.5,129,145,"map00740","Riboflavin metabolism","ab"
"CK",214.166666666667,19.25,78.3770799830325,6,106,305,158,234.5,263,"map00740","Riboflavin metabolism","a"
"0",20.5,8.5,28.5219213939033,6,1,77,5.25,10,18.5,"map00621","Dioxin degradation","b"
"12",10.1666666666667,6.16666666666667,4.07021702943058,6,7,18,8,8.5,10.5,"map00621","Dioxin degradation","b"
"48",34.8333333333333,16.1666666666667,9.32559202767667,6,22,50,30.5,35.5,36.75,"map00621","Dioxin degradation","a"
"CK",53,19.1666666666667,26.0307510456383,6,25,90,34,46.5,71.75,"map00621","Dioxin degradation","a"
"0",52.5,9.5,60.5796995700705,6,17,175,23,31.5,37.75,"map00981","Insect hormone biosynthesis","bc"
"12",22.5,5.66666666666667,15.122830422907,6,5,46,11.5,22,29.5,"map00981","Insect hormone biosynthesis","c"
"48",60.5,15,18.4688927659457,6,42,93,47.75,59,64.25,"map00981","Insect hormone biosynthesis","ab"
"CK",108.833333333333,19.8333333333333,46.3483189195322,6,50,182,88.5,96.5,130.75,"map00981","Insect hormone biosynthesis","a"
"0",8.33333333333333,11.1666666666667,8.26236447190916,6,2,24,4,4.5,9.5,"map00984","Steroid degradation","b"
"12",4,6.75,4.42718872423573,6,0,10,0.5,2.5,7.5,"map00984","Steroid degradation","b"
"48",7.83333333333333,12.1666666666667,3.31159578853861,6,3,12,5.75,8.5,9.75,"map00984","Steroid degradation","b"
"CK",19.3333333333333,19.9166666666667,7.76316086827181,6,9,29,13.75,20,24.75,"map00984","Steroid degradation","a"
"0",58.8333333333333,9.66666666666667,52.3847942314052,6,21,162,28.5,45,54,"map00623","Toluene degradation","bc"
"12",35.1666666666667,6,9.13053485107344,6,24,46,29.25,33.5,43,"map00623","Toluene degradation","c"
"48",74.3333333333333,15.75,19.1589839674933,6,53,104,61.75,69.5,85.5,"map00623","Toluene degradation","ab"
"CK",120.333333333333,18.5833333333333,57.4827510359992,6,44,190,78.75,126.5,160.75,"map00623","Toluene degradation","a"
"0",728.333333333333,9.16666666666667,796.729230458295,6,305,2338,323.5,403,568.75,"map00190","Oxidative phosphorylation","bc"
"12",385.666666666667,6,91.7358526785829,6,244,495,342,387.5,451.75,"map00190","Oxidative phosphorylation","c"
"48",689.166666666667,14.5,96.1445092902692,6,523,814,669.5,710.5,718.5,"map00190","Oxidative phosphorylation","b"
"CK",1303.16666666667,20.3333333333333,404.663522777463,6,737,1763,1009,1395.5,1584.75,"map00190","Oxidative phosphorylation","a"
"0",498.333333333333,8.33333333333333,539.355046946505,6,229,1597,269.5,280.5,323,"map00071","Fatty acid degradation","b"
"12",273.5,6.66666666666667,104.823184458401,6,94,349,227,327,344.5,"map00071","Fatty acid degradation","b"
"48",597.5,15,122.46754672157,6,497,833,521.5,573,596.75,"map00071","Fatty acid degradation","a"
"CK",1014.83333333333,20,362.294585477987,6,602,1586,776.5,944.5,1204.75,"map00071","Fatty acid degradation","a"
"0",37.3333333333333,9.33333333333333,37.9244863731424,6,12,108,12.25,20,45.75,"map01040","Biosynthesis of unsaturated fatty acids","bc"
"12",22.8333333333333,6.91666666666667,10.0083298640016,6,10,34,16,23,30.75,"map01040","Biosynthesis of unsaturated fatty acids","c"
"48",58.8333333333333,16.25,26.3166613890643,6,33,93,37.25,53,80,"map01040","Biosynthesis of unsaturated fatty acids","ab"
"CK",65.6666666666667,17.5,26.5756781036094,6,31,94,46,66.5,89.25,"map01040","Biosynthesis of unsaturated fatty acids","a"
"0",1871.5,9.16666666666667,1879.97965414523,6,698,5664,946.75,1293,1410.5,"map02010","ABC transporters","b"
"12",1248.83333333333,9.83333333333333,441.674729486153,6,537,1653,1005.25,1434.5,1537.5,"map02010","ABC transporters","b"
"48",1441,10.5,211.932064586744,6,1217,1820,1311.5,1413,1482.25,"map02010","ABC transporters","b"
"CK",3598.5,20.5,1327.14471705236,6,1864,5224,2666.75,3597.5,4613,"map02010","ABC transporters","a"
"0",90.6666666666667,8.41666666666667,109.808317839163,6,30,314,45.5,48,56.5,"map00195","Photosynthesis","b"
"12",49.6666666666667,6.58333333333333,10.8197350552898,6,34,64,44.25,49,56.75,"map00195","Photosynthesis","b"
"48",92.6666666666667,14.8333333333333,11.8602979164381,6,79,114,86.75,92,93.5,"map00195","Photosynthesis","a"
"CK",190.166666666667,20.1666666666667,68.8779113117309,6,102,256,133,214.5,239.75,"map00195","Photosynthesis","a"
"0",51.3333333333333,13.3333333333333,79.3767388260986,6,0,210,7.75,26.5,39.25,"map04310","Wnt signaling pathway","ab"
"12",26.6666666666667,10.9166666666667,35.5058680596133,6,0,95,4.25,16,28.5,"map04310","Wnt signaling pathway","b"
"48",75.3333333333333,18.5,58.9055741561583,6,12,159,38.75,54.5,117.5,"map04310","Wnt signaling pathway","a"
"CK",7.16666666666667,7.25,9.15241316083724,6,0,24,1.25,3.5,9.5,"map04310","Wnt signaling pathway","b"
"0",84.6666666666667,10.4166666666667,103.698923170237,6,22,291,26.25,44,76,"map00750","Vitamin B6 metabolism","bc"
"12",40.6666666666667,5.58333333333333,18.6082419015518,6,17,58,24.75,50,52,"map00750","Vitamin B6 metabolism","c"
"48",75,14.6666666666667,8.43800924389159,6,65,86,67.75,77,79.5,"map00750","Vitamin B6 metabolism","ab"
"CK",157.666666666667,19.3333333333333,69.6811787118062,6,59,228,106.75,176,211.5,"map00750","Vitamin B6 metabolism","a"
"0",670.333333333333,8.5,734.540854321029,6,205,2153,322.25,443,482.75,"map00630","Glyoxylate and dicarboxylate metabolism","b"
"12",393.5,6.5,115.56945963359,6,216,501,323,429.5,480.5,"map00630","Glyoxylate and dicarboxylate metabolism","b"
"48",679.333333333333,14.8333333333333,79.4900413049752,6,560,779,649,669,734.75,"map00630","Glyoxylate and dicarboxylate metabolism","a"
"CK",1327.5,20.1666666666667,478.538086258555,6,717,1897,945.75,1407,1660.5,"map00630","Glyoxylate and dicarboxylate metabolism","a"
"0",28.8333333333333,11.5,39.6455125665777,6,0,105,5.25,13.5,32.25,"map00511","Other glycan degradation","ab"
"12",5.83333333333333,6.16666666666667,7.19490560512552,6,0,19,0.5,4.5,7,"map00511","Other glycan degradation","b"
"48",42.8333333333333,16.6666666666667,23.3188050008286,6,16,74,28,36,61.25,"map00511","Other glycan degradation","a"
"CK",44.3333333333333,15.6666666666667,32.1662348848395,6,1,79,19,54,66.5,"map00511","Other glycan degradation","a"
"0",24.8333333333333,9.66666666666667,42.2157158729621,6,1,110,5.25,6.5,16.75,"map00633","Nitrotoluene degradation","bc"
"12",7.16666666666667,6.66666666666667,3.9707262140151,6,3,12,4.25,6,10.75,"map00633","Nitrotoluene degradation","c"
"48",18.3333333333333,14.5,5.60951572479003,6,10,24,14.75,19.5,22.75,"map00633","Nitrotoluene degradation","ab"
"CK",50.1666666666667,19.1666666666667,27.1544962513884,6,11,75,31.25,57,73,"map00633","Nitrotoluene degradation","a"
"0",18.8333333333333,13.6666666666667,16.6302936434288,6,0,45,6,19.5,25.5,"map00513","Various types of N-glycan biosynthesis","ab"
"12",7.66666666666667,7.83333333333333,8.5945719303911,6,0,23,1.5,6,9.75,"map00513","Various types of N-glycan biosynthesis","b"
"48",40.5,17.9166666666667,35.6917357381229,6,12,101,17.25,24,56.25,"map00513","Various types of N-glycan biosynthesis","a"
"CK",12.5,10.5833333333333,12.1942609452152,6,0,31,3,10,20,"map00513","Various types of N-glycan biosynthesis","ab"
"0",21.3333333333333,9,28.8282269081306,6,3,79,5.5,12,17,"map00998","Biosynthesis of various antibiotics","b"
"12",11.8333333333333,7.5,6.431692364119,6,5,22,8,9.5,15.5,"map00998","Biosynthesis of various antibiotics","b"
"48",43.5,17.3333333333333,7.39594483484024,6,35,54,38,42.5,48.5,"map00998","Biosynthesis of various antibiotics","a"
"CK",41.8333333333333,16.1666666666667,25.0712318537934,6,6,70,25,46,60.25,"map00998","Biosynthesis of various antibiotics","a"
"0",58,9,83.8260102832051,6,18,229,24.25,25.5,26,"map00999","Biosynthesis of various plant secondary metabolites","bc"
"12",23,6.41666666666667,13.9283882771841,6,0,38,17.5,25,32.5,"map00999","Biosynthesis of various plant secondary metabolites","c"
"48",46.8333333333333,15,10.9984847441212,6,30,64,43.75,47,49.5,"map00999","Biosynthesis of various plant secondary metabolites","ab"
"CK",104.333333333333,19.5833333333333,42.7161171768534,6,38,139,77.25,124.5,135,"map00999","Biosynthesis of various plant secondary metabolites","a"
"0",10.1666666666667,8.91666666666667,18.1484618264653,6,0,47,1.75,4,4.75,"map00997","Biosynthesis of various other secondary metabolites","b"
"12",2.83333333333333,5.91666666666667,1.60208197875972,6,1,5,1.5,3,3.75,"map00997","Biosynthesis of various other secondary metabolites","b"
"48",19.8333333333333,16.5833333333333,7.13909424693824,6,9,28,16.25,20,25.25,"map00997","Biosynthesis of various other secondary metabolites","a"
"CK",26.6666666666667,18.5833333333333,13.9952372851148,6,8,48,19.25,25,33.75,"map00997","Biosynthesis of various other secondary metabolites","a"
"0",13.3333333333333,11.5833333333333,19.7754056005602,6,0,52,1.25,7,12.75,"map00514","Other types of O-glycan biosynthesis","ab"
"12",4.66666666666667,8.16666666666667,6.47044563122716,6,0,16,1,1,7,"map00514","Other types of O-glycan biosynthesis","b"
"48",32,17.5,35.08275929855,6,4,89,8.25,15.5,50.5,"map00514","Other types of O-glycan biosynthesis","a"
"CK",8.5,12.75,5.08920425999979,6,1,16,6,9.5,10,"map00514","Other types of O-glycan biosynthesis","ab"
"0",5.66666666666667,10.75,9.66781602362533,6,0,25,0.25,2,4.5,"map00512","Mucin type O-glycan biosynthesis","ab"
"12",3.83333333333333,11.5833333333333,4.11906138175515,6,0,10,1.25,2,6.5,"map00512","Mucin type O-glycan biosynthesis","ab"
"48",17,18.1666666666667,16.7332005306815,6,1,44,7,10,25.75,"map00512","Mucin type O-glycan biosynthesis","a"
"CK",3.5,9.5,5.50454357780915,6,0,14,0,1,4.25,"map00512","Mucin type O-glycan biosynthesis","b"
"0",14,12.3333333333333,20.6978259727924,6,0,55,1.75,8.5,11.5,"map00515","Mannose type O-glycan biosynthesis","ab"
"12",6.33333333333333,8.91666666666667,8.01664934163062,6,0,22,1.75,4.5,5.75,"map00515","Mannose type O-glycan biosynthesis","b"
"48",27.6666666666667,17.75,23.0882365430248,6,5,61,9.5,22,43.5,"map00515","Mannose type O-glycan biosynthesis","a"
"CK",6.5,11,3.72827037646145,6,1,10,4.25,7,9.75,"map00515","Mannose type O-glycan biosynthesis","ab"
"0",1.66666666666667,11.0833333333333,2.42212028327799,6,0,6,0,0.5,2.5,"map00996","Biosynthesis of various alkaloids","b"
"12",1.83333333333333,12.1666666666667,2.31660671385254,6,0,6,0.25,1,2.5,"map00996","Biosynthesis of various alkaloids","b"
"48",0.333333333333333,6.91666666666667,0.816496580927726,6,0,2,0,0,0,"map00996","Biosynthesis of various alkaloids","b"
"CK",5.83333333333333,19.8333333333333,3.65604522218567,6,3,13,4,4.5,5.75,"map00996","Biosynthesis of various alkaloids","a"
"0",36.6666666666667,12.4166666666667,32.9888870177014,6,8,99,16.5,28.5,39.75,"map01051","Biosynthesis of ansamycins","b"
"12",20.8333333333333,9.66666666666667,10.1077528000375,6,7,30,13,25.5,27.5,"map01051","Biosynthesis of ansamycins","b"
"48",20.8333333333333,7.91666666666667,3.86867763798777,6,14,24,19.5,22,23.75,"map01051","Biosynthesis of ansamycins","b"
"CK",69.5,20,33.8038459350412,6,31,122,43.75,71.5,82.75,"map01051","Biosynthesis of ansamycins","a"
"0",1726.33333333333,8.33333333333333,1699.76076748073,6,901,5188,947,1073.5,1181.25,"map02020","Two-component system","b"
"12",1107.83333333333,6.66666666666667,406.201633018218,6,510,1684,888,1190.5,1261.25,"map02020","Two-component system","b"
"48",2095.5,16.1666666666667,273.563703732787,6,1732,2565,1988.25,2084,2134.75,"map02020","Two-component system","a"
"CK",3340.5,18.8333333333333,1323.09345852816,6,1728,5064,2272.5,3436,4229.75,"map02020","Two-component system","a"
"0",15.5,9.16666666666667,25.8669673522042,6,0,67,1.75,4.5,13.25,"map01053","Biosynthesis of siderophore group nonribosomal peptides","bc"
"12",6,6.25,10.1390334845093,6,0,26,0.25,1.5,5.75,"map01053","Biosynthesis of siderophore group nonribosomal peptides","c"
"48",23.6666666666667,13.9166666666667,5.71547606649408,6,16,29,19,26,27.75,"map01053","Biosynthesis of siderophore group nonribosomal peptides","b"
"CK",43.6666666666667,20.6666666666667,15.6418242755334,6,30,73,33.25,41.5,44.5,"map01053","Biosynthesis of siderophore group nonribosomal peptides","a"
"0",17.3333333333333,10.3333333333333,23.7290258263306,6,4,65,6,6.5,13.75,"map01055","Biosynthesis of vancomycin group antibiotics","bc"
"12",5.83333333333333,5.66666666666667,1.72240142436851,6,3,8,5.25,6,6.75,"map01055","Biosynthesis of vancomycin group antibiotics","c"
"48",11.8333333333333,14,3.7638632635454,6,8,17,9.25,10.5,14.75,"map01055","Biosynthesis of vancomycin group antibiotics","b"
"CK",26.3333333333333,20,9.83192080250175,6,15,43,21.5,23.5,30,"map01055","Biosynthesis of vancomycin group antibiotics","a"
"0",1789.5,11.8333333333333,1616.8128834222,6,649,4995,882,1340,1597.75,"map02024","Quorum sensing","b"
"12",1173.33333333333,9.83333333333333,437.072381496093,6,653,1724,791.75,1271.5,1434,"map02024","Quorum sensing","b"
"48",1086.33333333333,7.83333333333333,142.261262002931,6,927,1344,1019.5,1055,1110.75,"map02024","Quorum sensing","b"
"CK",3179.83333333333,20.5,1167.82043425634,6,1739,4794,2329.25,3132.5,3947.75,"map02024","Quorum sensing","a"
"0",301.833333333333,7.66666666666667,253.101889891535,6,143,813,196.5,200,244.75,"map02025","Biofilm formation - Pseudomonas aeruginosa","b"
"12",230.833333333333,7.33333333333333,99.7785882174461,6,77,378,206.25,219,272.25,"map02025","Biofilm formation - Pseudomonas aeruginosa","b"
"48",444,17.3333333333333,60.3489850784584,6,402,562,412.75,418,444.25,"map02025","Biofilm formation - Pseudomonas aeruginosa","a"
"CK",555.166666666667,17.6666666666667,209.660121784441,6,343,867,391.5,514,685.25,"map02025","Biofilm formation - Pseudomonas aeruginosa","a"
"0",257.833333333333,8.16666666666667,302.916104997187,6,104,871,112,126.5,190.5,"map00760","Nicotinate and nicotinamide metabolism","b"
"12",157.333333333333,6.83333333333333,38.0718618754936,6,109,198,126,174.5,177.25,"map00760","Nicotinate and nicotinamide metabolism","b"
"48",288.833333333333,15.8333333333333,45.455106057149,6,214,347,273.25,294,311.75,"map00760","Nicotinate and nicotinamide metabolism","a"
"CK",536.833333333333,19.1666666666667,213.060945897334,6,267,755,358.25,573.5,717.5,"map00760","Nicotinate and nicotinamide metabolism","a"
"0",302,11.6666666666667,342.357707668456,6,59,964,100.75,165,326,"map05415","Diabetic cardiomyopathy","bc"
"12",120.666666666667,6,25.703436864876,6,90,152,105.25,113,143.25,"map05415","Diabetic cardiomyopathy","c"
"48",205.333333333333,13,61.0529824551321,6,121,287,176.75,193,248.25,"map05415","Diabetic cardiomyopathy","ab"
"CK",356,19.3333333333333,114.474451298095,6,250,560,271.5,340.5,382.5,"map05415","Diabetic cardiomyopathy","a"
"0",247.833333333333,8.16666666666667,267.032145380789,6,90,789,125.5,155.5,175,"map00400","Phenylalanine, tyrosine and tryptophan biosynthesis","b"
"12",158.833333333333,6.83333333333333,59.7910249675206,6,60,219,129.25,181,195.25,"map00400","Phenylalanine, tyrosine and tryptophan biosynthesis","b"
"48",273,15.6666666666667,31.1319771296331,6,235,304,245.75,280,298.5,"map00400","Phenylalanine, tyrosine and tryptophan biosynthesis","a"
"CK",484.666666666667,19.3333333333333,189.396585678482,6,245,684,327,516,641.25,"map00400","Phenylalanine, tyrosine and tryptophan biosynthesis","a"
"0",408.333333333333,8.33333333333333,431.299277377863,6,179,1283,197.25,245,298.75,"map00640","Propanoate metabolism","b"
"12",255.666666666667,6.66666666666667,77.4510598162909,6,126,335,220,286,298.75,"map00640","Propanoate metabolism","b"
"48",432.666666666667,15.0833333333333,55.4785243735508,6,356,514,400,435,459.5,"map00640","Propanoate metabolism","a"
